candidate_id,age,gender,education_level,university_tier,years_experience,employment_gap_months,technical_skill_score,communication_score,aptitude_test_score,coding_test_score,project_count,github_activity_score,certifications_count,expected_salary,ai_resume_score,ai_bias_score,hired
CAND_02505,30,Male,Master's,Tier 2,4.5,3.0,59.6,70.9,42.2,41.1,4,60.7,6,134400,43.4,43.2,0
CAND_02506,27,Male,PhD,Tier 3,4.7,0.0,96.0,71.4,65.5,80.1,4,51.1,1,175800,46.2,47.1,1
CAND_02507,22,Female,Bachelor's,Tier 3,0.3,0.6,49.0,60.5,47.5,39.2,1,26.0,1,66400,27.5,22.2,0
CAND_02508,23,Male,Bachelor's,Tier 3,4.4,3.3,33.7,90.6,42.8,20.0,1,54.3,1,81200,26.0,27.8,0
CAND_02509,24,Female,Master's,Tier 2,6.2,2.8,80.5,73.8,61.4,68.1,1,33.0,2,127200,35.7,25.0,0
CAND_02510,34,Female,PhD,Tier 3,9.8,0.0,62.9,86.4,57.9,49.4,7,62.0,1,240600,43.7,39.6,1
CAND_02511,28,Male,Master's,Tier 2,1.2,7.1,61.0,67.9,48.2,41.1,6,71.0,2,97600,41.2,40.5,0
CAND_02512,26,Female,PhD,Tier 3,3.2,2.8,100.0,64.5,75.6,77.5,5,77.7,3,162900,54.4,55.9,1
CAND_02513,24,Male,Bachelor's,Tier 1,4.2,5.6,85.5,70.7,68.8,55.0,1,58.1,4,136200,54.9,60.8,1
CAND_02514,34,Male,Bachelor's,Tier 2,5.6,0.0,70.5,61.8,38.5,50.2,4,53.7,5,83300,46.0,56.1,0
CAND_02515,36,Female,Master's,Tier 3,9.4,0.9,58.1,71.4,58.7,38.6,3,42.6,2,104600,38.5,38.9,0
CAND_02516,34,Female,Master's,Tier 2,5.9,0.3,76.0,63.6,53.0,64.8,6,54.0,5,125400,46.7,44.3,0
CAND_02517,31,Male,Bachelor's,Tier 2,2.0,0.9,45.1,72.9,57.5,22.9,3,39.3,3,49600,36.9,35.2,0
CAND_02518,30,Male,Bachelor's,Tier 3,7.7,8.9,60.8,88.7,53.2,48.5,3,55.6,1,100800,46.1,44.2,1
CAND_02519,22,Female,Master's,Tier 2,1.9,8.2,69.4,61.2,48.1,48.4,4,53.6,1,104700,36.0,36.4,0
CAND_02520,27,Female,Bachelor's,Tier 2,9.9,0.0,71.1,65.4,53.0,44.4,1,34.6,5,134500,36.0,27.1,0
CAND_02521,25,Female,Bachelor's,Tier 1,0.2,0.0,68.3,75.8,62.6,39.2,2,47.4,6,106100,49.1,47.3,0
CAND_02522,21,Male,Bachelor's,Tier 3,1.7,0.0,58.3,78.1,51.3,51.0,9,56.9,2,102300,54.1,54.0,1
CAND_02523,34,Male,Master's,Tier 2,11.5,0.0,83.1,64.6,61.0,65.6,5,62.2,1,132400,37.7,43.6,1
CAND_02524,25,Male,Master's,Tier 2,3.2,0.0,47.0,69.8,48.2,20.0,3,28.0,3,90300,30.7,33.5,0
CAND_02525,34,Female,Bachelor's,Tier 1,7.9,1.7,67.4,66.0,50.2,54.0,2,47.1,1,127300,34.6,40.5,0
CAND_02526,33,Male,Master's,Tier 2,9.0,2.3,61.4,87.9,70.3,31.4,4,53.0,4,107200,44.9,52.4,1
CAND_02527,31,Male,Master's,Tier 1,4.5,0.8,86.0,87.0,67.4,65.3,3,62.0,3,123300,62.0,69.2,1
CAND_02528,32,Non-Binary,Bachelor's,Tier 1,2.8,0.0,66.9,79.5,53.0,26.0,3,57.5,4,123000,51.1,51.5,0
CAND_02529,25,Male,Master's,Tier 2,5.8,0.0,74.6,84.4,62.8,32.5,4,51.8,1,86600,42.9,44.3,1
CAND_02530,38,Non-Binary,Bachelor's,Tier 1,6.1,2.4,75.4,75.3,67.9,57.8,4,56.9,2,111200,46.8,47.3,1
CAND_02531,29,Female,Bachelor's,Tier 1,0.5,0.4,48.3,84.0,49.4,49.2,3,36.9,2,75700,37.8,46.5,0
CAND_02532,30,Female,Bachelor's,Tier 3,9.1,3.2,67.1,75.6,58.9,61.1,3,46.0,3,152100,46.1,44.9,0
CAND_02533,25,Male,Bachelor's,Tier 1,10.2,1.4,47.1,70.3,43.6,31.9,4,43.9,2,116800,28.7,31.1,0
CAND_02534,24,Male,Bachelor's,Tier 2,0.8,0.0,75.0,81.4,67.0,61.8,3,47.6,0,76300,39.0,49.8,0
CAND_02535,31,Female,Master's,Tier 1,4.4,4.1,60.7,78.4,36.3,43.2,6,70.5,1,106400,41.5,40.9,1
CAND_02536,30,Female,Master's,Tier 2,12.4,1.8,86.0,68.2,65.2,64.7,3,62.3,0,271400,43.5,54.1,1
CAND_02537,25,Female,Master's,Tier 3,9.0,0.0,65.5,82.2,57.4,44.1,5,39.9,5,221000,45.8,49.3,0
CAND_02538,21,Male,Bachelor's,Tier 3,3.3,0.0,57.2,80.9,63.4,48.4,3,41.2,0,96000,34.2,36.1,0
CAND_02539,22,Female,Bachelor's,Tier 2,7.4,1.1,86.3,78.9,67.6,69.2,4,69.6,1,75100,46.1,45.1,1
CAND_02540,34,Female,Bachelor's,Tier 1,4.7,4.9,58.3,75.3,49.5,45.5,4,36.5,2,138400,45.3,45.5,0
CAND_02541,25,Female,Bachelor's,Tier 1,0.0,0.0,85.1,56.7,62.3,48.8,1,33.0,2,83500,41.6,41.2,0
CAND_02542,27,Female,Bachelor's,Tier 2,7.7,0.6,77.1,73.3,60.9,62.0,3,64.0,3,148400,45.1,53.3,0
CAND_02543,36,Female,Master's,Tier 3,5.8,2.4,62.9,79.8,55.6,47.8,2,54.1,5,80100,41.2,33.7,0
CAND_02544,23,Female,PhD,Tier 2,0.0,0.8,51.4,79.7,57.4,40.0,4,49.5,0,61500,40.1,40.7,0
CAND_02545,25,Male,Bachelor's,Tier 2,1.2,0.4,85.9,76.0,68.5,27.2,4,44.2,0,101800,40.1,38.5,0
CAND_02546,25,Male,Bachelor's,Tier 1,1.9,0.2,82.1,66.4,60.4,41.3,2,42.4,1,129400,43.1,52.3,0
CAND_02547,37,Male,Master's,Tier 2,5.8,0.7,59.5,73.9,63.6,49.6,6,35.3,4,59600,32.0,38.1,0
CAND_02548,38,Male,Bachelor's,Tier 3,4.7,0.0,71.4,81.9,54.1,68.4,2,57.9,1,86700,39.5,40.7,0
CAND_02549,32,Male,Master's,Tier 2,2.4,4.6,83.8,65.2,61.3,52.3,5,66.7,3,141100,51.6,55.0,1
CAND_02550,32,Male,Master's,Tier 3,1.6,0.0,69.6,89.0,68.4,48.8,1,43.8,2,79700,43.6,43.5,1
CAND_02551,26,Male,PhD,Tier 2,0.0,0.0,73.1,74.2,43.1,28.3,3,38.8,1,73800,41.8,46.6,0
CAND_02552,38,Male,Bachelor's,Tier 1,6.3,2.7,87.3,73.6,50.0,59.3,9,71.6,2,137300,59.6,61.1,1
CAND_02553,30,Female,Master's,Tier 2,4.8,0.0,90.9,89.9,65.2,63.5,1,52.5,4,202700,51.3,48.7,1
CAND_02554,33,Female,Bachelor's,Tier 3,2.7,2.4,66.3,86.8,68.9,41.9,3,39.7,2,118000,44.1,42.2,0
CAND_02555,28,Male,Master's,Tier 2,9.1,0.0,51.5,71.2,55.3,49.4,2,57.5,1,133900,43.7,38.1,0
CAND_02556,27,Non-Binary,Bachelor's,Tier 2,2.1,0.1,51.8,75.6,56.0,39.7,2,27.3,4,79300,35.9,32.2,0
CAND_02557,37,Female,Bachelor's,Tier 3,5.8,0.0,58.3,76.1,57.6,36.7,4,48.5,0,124500,30.6,29.5,0
CAND_02558,31,Male,Bachelor's,Tier 2,3.8,0.0,55.2,66.5,49.7,44.2,1,39.6,1,111200,28.9,25.7,0
CAND_02559,36,Male,Bachelor's,Tier 3,2.7,3.6,44.4,92.1,59.5,41.6,3,31.3,2,68300,28.9,30.4,0
CAND_02560,30,Male,Master's,Tier 2,7.6,0.0,96.5,61.8,63.9,58.6,4,73.7,3,133600,53.4,54.2,1
CAND_02561,24,Female,Master's,Tier 3,4.1,3.7,75.4,83.3,59.3,45.6,2,42.1,2,108800,49.5,45.6,0
CAND_02562,26,Female,Master's,Tier 2,8.7,13.1,62.6,76.5,66.1,30.0,7,69.6,2,166200,47.6,48.1,0
CAND_02563,29,Male,Bachelor's,Tier 3,9.2,3.7,67.5,91.3,61.6,46.2,3,55.1,0,165900,36.4,31.4,0
CAND_02564,25,Male,Master's,Tier 3,3.9,0.0,43.0,77.7,50.1,33.2,4,22.4,3,80800,35.5,30.8,0
CAND_02565,23,Male,Bachelor's,Tier 2,4.1,0.0,85.8,63.9,70.0,53.7,4,61.1,1,99500,43.8,36.3,1
CAND_02566,35,Male,Master's,Tier 3,3.2,1.0,40.7,72.7,41.7,40.5,3,20.9,5,103100,37.9,39.1,0
CAND_02567,26,Male,PhD,Tier 3,1.8,8.8,75.1,95.6,71.7,61.6,3,53.9,2,100300,43.6,35.9,0
CAND_02568,29,Male,Bachelor's,Tier 1,3.2,5.8,44.6,80.5,45.4,23.5,3,40.7,1,120100,33.9,29.6,0
CAND_02569,30,Female,Master's,Tier 2,2.7,0.0,64.5,84.0,59.6,37.1,2,25.7,4,99700,34.3,32.5,0
CAND_02570,26,Female,Bachelor's,Tier 1,8.1,3.8,86.9,73.4,74.4,49.5,6,54.8,4,191200,55.3,51.4,0
CAND_02571,36,Male,Bachelor's,Tier 3,6.3,0.0,45.1,70.0,46.4,28.2,5,74.2,2,82200,28.4,26.8,0
CAND_02572,23,Female,Bachelor's,Tier 3,0.1,0.7,65.9,83.8,60.6,60.8,2,47.1,1,121000,36.5,29.4,0
CAND_02573,30,Male,Bachelor's,Tier 1,8.9,2.2,82.2,91.7,65.9,50.8,5,75.2,2,126200,52.6,52.8,1
CAND_02574,30,Male,Master's,Tier 1,4.6,0.0,79.7,98.7,78.1,62.1,3,45.3,2,163800,57.0,68.7,1
CAND_02575,28,Male,Bachelor's,Tier 2,6.8,3.7,69.9,93.8,74.3,50.3,6,57.5,1,95500,50.6,47.9,0
CAND_02576,22,Female,Bachelor's,Tier 2,0.0,1.2,76.0,71.6,61.7,38.6,8,62.0,0,126400,44.8,45.0,0
CAND_02577,33,Non-Binary,Master's,Tier 1,5.8,3.1,65.0,76.0,52.7,54.3,2,42.5,1,95400,42.0,39.2,0
CAND_02578,32,Female,Master's,Tier 2,2.7,1.3,97.2,88.1,68.2,65.2,5,49.1,2,202800,56.6,55.7,1
CAND_02579,25,Male,PhD,Tier 2,3.2,0.3,47.5,80.9,45.5,28.7,5,58.3,0,145300,26.8,25.2,0
CAND_02580,32,Female,Master's,Tier 1,6.6,0.3,92.0,85.7,65.7,65.9,5,69.0,2,210600,57.7,57.7,1
CAND_02581,30,Male,Master's,Tier 3,1.6,0.0,70.7,77.2,63.0,48.0,7,61.8,1,119800,39.5,45.3,1
CAND_02582,22,Female,Bachelor's,Tier 3,1.5,0.0,76.6,95.2,55.7,63.8,3,47.1,0,116300,46.4,31.6,0
CAND_02583,24,Male,Bachelor's,Tier 3,0.0,0.0,79.1,89.4,66.8,51.2,3,49.7,6,79400,46.4,40.7,0
CAND_02584,34,Male,Bachelor's,Tier 3,8.9,0.0,75.8,58.3,52.3,56.4,3,47.8,4,124700,40.7,35.2,0
CAND_02585,30,Female,Bachelor's,Tier 2,4.1,0.3,58.0,79.1,60.9,46.3,5,63.1,3,107800,44.1,36.1,0
CAND_02586,26,Female,Master's,Tier 2,1.0,0.0,65.7,64.2,55.0,37.2,0,56.4,3,128500,45.2,40.7,0
CAND_02587,24,Male,Bachelor's,Tier 2,0.8,2.3,51.3,63.4,40.2,37.3,1,26.9,1,92300,33.0,42.4,0
CAND_02588,26,Female,Master's,Tier 3,1.7,0.0,63.8,67.4,51.1,37.5,1,56.4,1,61200,42.4,36.4,0
CAND_02589,26,Male,Bachelor's,Tier 3,8.6,1.3,72.5,61.3,59.1,56.2,7,62.7,3,162400,41.6,37.7,1
CAND_02590,24,Female,Bachelor's,Tier 3,2.0,3.5,76.5,82.9,63.4,32.8,2,24.1,1,88100,37.9,36.1,0
CAND_02591,21,Female,Bachelor's,Tier 3,4.1,0.0,73.5,77.6,45.8,64.6,4,61.2,2,129600,42.7,42.8,0
CAND_02592,34,Female,Master's,Tier 2,5.1,0.4,45.6,73.6,45.6,28.2,2,28.2,2,82700,23.6,21.8,0
CAND_02593,33,Female,Master's,Tier 2,2.6,13.7,60.8,74.0,42.1,45.1,5,56.1,0,120500,36.8,37.9,0
CAND_02594,22,Female,Master's,Tier 2,0.2,3.3,58.6,83.6,54.4,44.3,4,23.0,2,99500,38.9,37.6,0
CAND_02595,29,Male,Bachelor's,Tier 1,4.7,1.6,53.6,83.2,61.5,33.9,5,49.8,2,105200,30.5,32.8,0
CAND_02596,24,Female,PhD,Tier 1,0.0,2.5,58.6,88.8,58.7,36.3,4,68.6,3,74400,43.1,42.1,0
CAND_02597,27,Male,Bachelor's,Tier 3,4.7,4.7,68.0,79.8,58.9,50.6,12,72.2,5,146200,54.3,55.2,1
CAND_02598,27,Male,Bachelor's,Tier 2,1.5,0.0,87.6,80.4,62.1,74.2,4,60.0,3,112200,47.4,41.6,1
CAND_02599,26,Male,PhD,Tier 2,3.3,1.0,56.1,75.1,51.0,44.6,5,57.3,1,97300,39.5,44.4,0
CAND_02600,39,Male,Bachelor's,Tier 2,5.4,1.7,54.3,76.8,48.1,35.3,3,39.2,2,104100,44.5,49.3,0
CAND_02601,26,Female,Master's,Tier 2,5.1,2.5,61.1,95.5,65.4,55.5,3,54.3,1,80100,39.0,41.8,1
CAND_02602,24,Male,Bachelor's,Tier 2,2.3,0.0,74.8,78.2,59.3,69.1,3,54.9,4,118600,43.3,42.5,0
CAND_02603,25,Female,Master's,Tier 2,4.7,7.3,87.8,85.8,71.8,60.6,5,51.5,3,122400,46.6,37.8,0
CAND_02604,34,Male,PhD,Tier 2,2.2,1.4,68.9,70.6,55.0,52.1,2,27.9,1,105600,43.4,47.4,0
CAND_02605,21,Male,Bachelor's,Tier 3,0.8,0.0,47.8,67.9,45.7,37.6,7,47.1,2,79200,34.5,36.7,0
CAND_02606,25,Male,Master's,Tier 2,0.8,5.9,51.7,74.0,47.0,51.2,4,33.6,3,52900,40.8,44.0,0
CAND_02607,36,Male,Bachelor's,Tier 2,7.3,0.3,72.9,83.0,59.6,58.5,4,56.2,1,76700,42.2,49.2,1
CAND_02608,30,Male,Master's,Tier 3,7.6,0.1,81.9,95.3,70.1,67.4,6,75.5,2,95500,51.3,50.0,1
CAND_02609,29,Female,Bachelor's,Tier 3,7.2,0.0,93.4,63.8,60.8,83.9,2,54.0,1,122300,45.0,50.7,1
CAND_02610,39,Male,Bachelor's,Tier 3,12.8,0.0,51.4,71.2,56.6,39.1,10,71.7,9,132100,47.8,46.5,0
CAND_02611,30,Female,Bachelor's,Tier 2,7.8,3.6,71.7,59.1,42.5,57.4,6,84.2,2,84800,44.2,39.1,0
CAND_02612,25,Male,Bachelor's,Tier 1,1.9,0.2,58.9,66.8,54.9,45.0,0,8.6,1,69200,30.8,37.6,0
CAND_02613,27,Male,PhD,Tier 2,1.0,0.0,56.5,93.2,68.0,40.0,3,42.2,1,91800,36.5,37.6,0
CAND_02614,23,Female,Bachelor's,Tier 2,0.0,0.0,56.9,72.2,48.4,28.8,3,56.4,1,57600,36.8,39.4,0
CAND_02615,35,Male,Bachelor's,Tier 3,3.4,0.0,63.3,90.1,58.7,35.8,4,49.2,3,81400,50.0,50.2,0
CAND_02616,31,Male,Bachelor's,Tier 2,1.3,0.6,58.8,78.9,48.6,28.4,2,41.2,3,111800,41.6,39.8,0
CAND_02617,34,Male,Bachelor's,Tier 1,2.6,1.5,100.0,79.5,79.4,75.5,6,61.2,2,151900,55.6,66.6,1
CAND_02618,35,Male,Master's,Tier 1,6.2,4.3,65.2,58.0,54.5,52.3,3,57.7,3,89000,46.5,47.0,0
CAND_02619,26,Female,PhD,Tier 1,0.0,6.2,83.8,82.7,60.2,50.7,2,42.6,1,122600,49.1,52.9,0
CAND_02620,24,Male,Bachelor's,Tier 2,3.4,3.2,59.7,85.4,48.4,37.2,7,72.9,1,103800,41.8,46.5,0
CAND_02621,28,Female,Master's,Tier 3,2.0,1.4,99.3,62.8,65.0,70.8,2,71.1,2,158500,45.8,38.9,1
CAND_02622,24,Female,Master's,Tier 3,2.4,0.0,72.7,92.0,69.0,66.3,2,40.3,4,121100,42.5,39.2,0
CAND_02623,29,Male,Bachelor's,Tier 3,4.0,2.9,79.7,93.1,72.0,54.3,2,39.2,1,128400,39.4,34.4,1
CAND_02624,34,Female,Master's,Tier 2,11.4,5.2,61.5,68.0,51.3,58.3,4,39.1,0,151000,39.0,44.1,0
CAND_02625,28,Male,Bachelor's,Tier 2,3.8,5.5,83.1,64.8,62.1,32.4,2,55.7,1,129400,36.8,30.7,0
CAND_02626,29,Non-Binary,Master's,Tier 2,1.2,0.0,75.1,68.5,57.9,63.0,5,64.7,1,125500,35.3,45.2,0
CAND_02627,28,Male,Master's,Tier 2,1.4,0.0,64.3,66.8,49.0,34.2,1,41.8,5,89300,43.0,48.7,0
CAND_02628,33,Female,Bachelor's,Tier 3,5.2,0.0,52.9,75.6,51.0,37.0,6,50.5,2,80700,34.8,35.2,0
CAND_02629,25,Male,PhD,Tier 2,1.8,3.4,66.9,77.1,52.0,40.0,2,51.0,1,97700,44.5,44.3,0
CAND_02630,21,Male,Master's,Tier 3,1.7,0.0,63.5,78.8,62.6,43.5,3,60.3,0,84000,34.8,37.2,0
CAND_02631,31,Female,Bachelor's,Tier 2,5.5,0.0,79.1,62.8,54.6,54.5,3,20.5,3,117700,36.9,35.3,0
CAND_02632,33,Female,Master's,Tier 1,3.0,6.5,67.5,81.7,56.2,42.0,6,80.5,2,70700,54.6,46.6,1
CAND_02633,31,Male,Bachelor's,Tier 1,5.6,1.8,45.9,59.8,30.5,32.5,3,26.0,1,137100,34.8,42.6,0
CAND_02634,25,Male,PhD,Tier 2,4.3,0.0,78.9,89.5,63.9,58.1,2,52.8,2,133500,43.2,47.5,1
CAND_02635,23,Female,Master's,Tier 3,2.4,0.0,86.1,85.1,69.0,51.4,2,59.3,0,153100,46.6,33.9,0
CAND_02636,31,Female,Bachelor's,Tier 2,12.5,0.0,46.2,79.7,39.0,24.3,8,63.2,4,103500,43.0,57.1,0
CAND_02637,29,Non-Binary,Bachelor's,Tier 3,0.8,1.6,93.3,89.4,80.0,79.7,2,49.6,1,121800,48.5,39.5,0
CAND_02638,28,Female,Master's,Tier 3,10.6,8.2,87.6,72.4,58.4,62.5,5,52.0,1,167700,44.3,42.9,1
CAND_02639,38,Non-Binary,Bachelor's,Tier 2,5.5,0.0,58.8,70.1,51.5,43.0,6,61.6,2,106400,43.4,45.5,0
CAND_02640,24,Female,Bachelor's,Tier 3,0.5,4.0,52.4,74.4,55.0,30.0,5,58.8,3,89000,39.7,34.7,0
CAND_02641,37,Male,Bachelor's,Tier 2,7.6,0.0,84.3,67.0,50.6,61.8,3,54.7,3,172800,37.9,40.6,0
CAND_02642,29,Male,Bachelor's,Tier 3,2.3,0.0,48.8,71.1,39.8,30.0,6,32.6,0,71500,30.9,21.7,0
CAND_02643,21,Female,Bachelor's,Tier 3,4.6,3.0,58.6,79.2,55.6,47.3,6,64.7,1,86800,37.9,38.6,0
CAND_02644,28,Female,Bachelor's,Tier 3,2.5,0.0,49.6,80.0,53.9,31.3,2,36.2,1,89600,36.9,34.1,0
CAND_02645,33,Male,Bachelor's,Tier 2,8.9,0.7,68.3,77.3,42.3,46.9,4,50.5,1,60700,36.4,32.9,0
CAND_02646,27,Male,Master's,Tier 2,0.9,5.5,88.5,85.7,70.9,82.1,3,55.3,1,133100,48.2,48.7,1
CAND_02647,21,Non-Binary,Bachelor's,Tier 1,2.3,0.0,76.2,81.3,58.2,59.5,5,56.8,1,123300,43.7,44.4,0
CAND_02648,28,Male,Bachelor's,Tier 2,1.6,0.1,83.7,82.3,67.0,58.4,3,34.4,3,108900,38.7,44.0,0
CAND_02649,24,Male,Bachelor's,Tier 3,3.3,2.2,63.1,83.6,57.3,45.7,4,44.6,1,100300,41.7,33.9,0
CAND_02650,31,Male,Master's,Tier 3,1.6,7.3,69.4,72.1,61.6,60.5,4,54.0,1,63500,39.7,41.4,0
CAND_02651,32,Male,Bachelor's,Tier 2,2.0,4.5,53.1,65.0,42.5,28.3,4,37.9,0,78100,32.2,23.4,0
CAND_02652,23,Male,Bachelor's,Tier 1,0.9,9.2,73.1,73.2,68.9,52.5,5,69.1,2,110300,48.1,38.6,1
CAND_02653,25,Male,Bachelor's,Tier 2,6.7,0.0,58.0,77.4,57.8,41.9,4,64.7,5,114800,45.0,58.9,1
CAND_02654,32,Male,Master's,Tier 2,1.8,1.4,66.5,91.2,59.4,49.4,2,62.3,0,163700,46.1,45.7,1
CAND_02655,24,Female,Master's,Tier 2,7.4,0.0,67.1,83.7,54.6,43.3,3,63.9,2,113200,36.1,37.2,0
CAND_02656,23,Male,Master's,Tier 2,3.0,0.0,65.7,64.7,56.7,45.1,4,32.8,2,112700,39.5,40.9,0
CAND_02657,23,Female,Master's,Tier 3,5.7,1.1,97.5,84.5,73.7,53.0,3,57.1,2,103600,51.7,48.2,1
CAND_02658,30,Female,Master's,Tier 1,4.1,0.0,96.6,68.9,73.1,74.9,4,70.8,2,118800,62.0,59.5,1
CAND_02659,30,Male,Bachelor's,Tier 2,4.5,0.0,88.7,83.5,71.0,56.4,3,56.6,5,178900,49.5,57.1,1
CAND_02660,25,Female,Master's,Tier 3,1.9,6.2,93.1,81.5,56.0,84.0,4,78.8,3,108500,47.9,43.0,0
CAND_02661,29,Male,Bachelor's,Tier 2,2.8,1.1,87.9,89.7,68.6,63.5,6,42.3,2,116800,56.7,63.7,1
CAND_02662,36,Female,Master's,Tier 2,8.2,0.0,69.8,78.4,59.2,41.0,2,52.1,2,145400,45.9,36.4,1
CAND_02663,24,Male,Master's,Tier 3,0.0,0.0,66.3,70.5,43.8,34.2,6,44.9,0,125600,32.8,32.6,0
CAND_02664,21,Female,Bachelor's,Tier 3,1.3,0.0,71.3,75.9,64.5,48.8,9,76.2,1,91100,53.5,49.9,1
CAND_02665,31,Female,Bachelor's,Tier 2,1.4,0.0,67.2,57.4,48.0,52.4,3,15.5,4,76900,33.4,34.6,0
CAND_02666,28,Male,Bachelor's,Tier 2,0.8,1.5,56.9,57.1,37.6,45.1,3,51.1,1,67000,39.6,37.9,0
CAND_02667,25,Male,Master's,Tier 3,2.3,1.2,72.2,80.3,56.8,43.4,5,81.7,2,107700,46.9,45.4,1
CAND_02668,32,Female,Master's,Tier 3,3.1,1.5,46.1,76.5,44.9,62.3,5,54.4,2,106300,36.5,33.6,0
CAND_02669,33,Female,Master's,Tier 2,4.4,1.4,71.2,67.7,57.7,60.1,4,58.8,1,96600,38.8,39.2,0
CAND_02670,21,Male,Bachelor's,Tier 1,0.0,3.5,56.9,91.9,63.4,53.4,8,59.4,1,72100,51.4,56.6,1
CAND_02671,25,Female,Master's,Tier 1,4.5,6.6,68.7,73.7,46.9,52.6,2,55.4,1,151800,44.8,46.2,0
CAND_02672,40,Male,Master's,Tier 1,4.5,1.7,72.9,77.0,62.9,43.4,5,64.2,1,168900,45.5,40.8,0
CAND_02673,31,Female,Master's,Tier 2,11.7,4.5,63.2,61.0,42.8,46.7,8,64.4,4,224000,40.9,35.6,0
CAND_02674,32,Male,Bachelor's,Tier 1,9.5,3.3,48.8,74.8,49.7,33.8,5,46.8,4,135700,37.0,37.7,0
CAND_02675,34,Female,Bachelor's,Tier 2,6.7,0.0,51.2,73.4,39.4,44.0,4,56.6,1,115000,40.9,38.7,0
CAND_02676,29,Male,Master's,Tier 3,1.1,2.2,74.4,63.7,61.5,50.1,2,42.7,1,109200,30.6,37.9,0
CAND_02677,32,Male,Master's,Tier 2,4.1,2.7,61.2,76.9,58.6,41.5,2,58.2,2,60500,34.8,47.7,0
CAND_02678,32,Male,PhD,Tier 3,6.3,0.0,75.9,98.2,72.2,38.6,4,49.7,2,183200,41.6,38.9,0
CAND_02679,31,Male,Bachelor's,Tier 3,7.8,1.3,68.1,56.9,54.6,50.8,5,54.8,0,153500,37.8,35.8,0
CAND_02680,27,Male,Bachelor's,Tier 2,6.6,12.3,66.5,73.5,53.7,39.9,6,65.9,2,126900,51.2,43.3,0
CAND_02681,29,Male,PhD,Tier 3,6.2,2.5,72.9,77.0,61.1,51.0,8,75.5,2,142100,46.6,53.5,1
CAND_02682,26,Female,Bachelor's,Tier 3,0.0,1.0,58.6,85.4,54.5,39.7,3,45.3,0,81100,31.7,27.6,0
CAND_02683,29,Male,Master's,Tier 2,1.6,0.7,76.6,81.4,74.3,42.8,9,73.2,3,175200,54.1,56.0,1
CAND_02684,23,Male,Bachelor's,Tier 2,4.6,0.0,63.1,80.9,67.6,40.6,5,70.6,1,65000,36.9,44.5,0
CAND_02685,25,Male,Bachelor's,Tier 2,1.1,1.3,100.0,77.3,67.6,66.4,7,55.2,5,102800,51.8,50.9,0
CAND_02686,27,Male,Master's,Tier 3,4.0,0.0,52.1,78.5,64.5,40.5,6,70.3,1,96400,39.5,36.2,1
CAND_02687,24,Male,Master's,Tier 2,10.1,0.4,64.1,66.3,58.4,38.9,3,23.0,1,192300,40.7,42.6,0
CAND_02688,26,Male,Bachelor's,Tier 1,1.3,0.0,68.5,86.1,72.3,54.6,3,53.9,2,111800,47.5,51.7,1
CAND_02689,28,Male,Bachelor's,Tier 3,7.3,0.0,49.1,82.3,42.9,40.1,5,46.2,2,88300,46.1,47.9,0
CAND_02690,31,Male,Master's,Tier 2,5.4,0.0,79.5,90.6,60.1,52.7,3,42.9,1,103200,40.5,38.0,0
CAND_02691,33,Female,Bachelor's,Tier 2,16.3,0.1,63.2,80.6,64.4,44.0,5,81.2,5,192700,51.3,53.4,1
CAND_02692,26,Female,Master's,Tier 3,3.9,0.0,34.7,65.9,30.0,27.0,3,25.9,4,75700,20.0,20.0,0
CAND_02693,35,Male,Bachelor's,Tier 2,4.1,0.0,80.6,90.0,66.2,53.5,2,34.6,0,193400,38.4,39.9,1
CAND_02694,33,Male,Master's,Tier 3,4.9,0.0,59.1,82.6,60.0,45.9,3,35.5,2,111900,35.0,29.3,0
CAND_02695,31,Non-Binary,PhD,Tier 3,2.1,0.0,66.5,78.4,62.5,55.9,3,67.0,1,86000,43.8,37.8,1
CAND_02696,29,Male,Master's,Tier 2,6.1,0.0,78.7,85.2,68.8,67.4,4,57.7,3,209400,49.2,41.6,1
CAND_02697,30,Female,Bachelor's,Tier 1,3.0,0.0,66.6,54.0,54.4,57.5,0,35.4,3,86200,39.9,45.1,1
CAND_02698,34,Male,Master's,Tier 3,5.2,4.5,62.8,86.3,50.3,46.6,6,47.8,1,112800,38.1,37.5,0
CAND_02699,35,Female,Bachelor's,Tier 3,9.8,0.0,100.0,87.7,72.3,66.3,3,36.7,2,152000,52.1,53.8,1
CAND_02700,35,Female,Bachelor's,Tier 1,3.1,0.0,38.4,84.1,52.4,38.9,5,39.2,1,73500,38.8,41.1,0
CAND_02701,29,Female,PhD,Tier 2,7.2,0.9,53.4,78.8,52.1,37.9,5,47.8,5,129400,46.2,43.4,0
CAND_02702,31,Non-Binary,Master's,Tier 2,1.5,9.1,54.3,91.9,51.3,42.4,3,39.9,4,108700,42.3,44.1,0
CAND_02703,35,Male,Master's,Tier 3,5.2,9.4,93.0,89.3,78.6,42.2,3,55.7,2,166100,45.3,49.3,1
CAND_02704,25,Male,Bachelor's,Tier 3,4.0,0.0,59.0,81.8,51.8,58.3,5,57.3,2,78400,41.7,54.4,0
CAND_02705,27,Female,Bachelor's,Tier 1,5.8,0.0,76.6,67.9,57.5,69.8,2,34.2,1,185300,40.2,41.4,1
CAND_02706,29,Female,Bachelor's,Tier 3,1.5,0.0,61.4,71.2,52.5,33.8,4,52.1,0,97300,34.2,27.9,0
